,Lat,Lon,Kommun,Lan,Quanity,Date
573,63.79620989374318,20.458595734972906,Umeå,Västerbotten,1,2022-06-04 00:00:00
574,58.1496046438864,15.535061769464127,Linköping,Östergötland,1,2022-05-27 00:00:00
575,62.82370467320557,17.404544676496965,Härnösand,Västernorrland,1,2022-06-05 00:00:00
576,59.97507220381107,17.742522309949056,Uppsala,Uppsala,1,2022-06-06 00:00:00
577,59.97876767125295,17.383960810287604,Uppsala,Uppsala,1,2022-06-07 00:00:00
578,63.16855998250554,18.422619092157955,Örnsköldsvik,Västernorrland,6,2022-06-07 00:00:00
579,59.97868456730304,17.38415389792599,Uppsala,Uppsala,2,2022-06-08 00:00:00
580,59.8020727209443,12.160346187402562,Eda,Värmland,1,2021-05-29 00:00:00
581,59.7760914655571,18.32311937875542,Norrtälje,Stockholm,1,2021-05-30 00:00:00
582,63.99374834723418,19.674363810128334,Vännäs,Västerbotten,10,2022-06-10 00:00:00
583,64.63175318857797,19.096381483880315,Lycksele,Västerbotten,20,2022-06-07 00:00:00
584,59.541262745339125,18.13408952066101,Vallentuna,Stockholm,12,2022-06-05 12:00:00
585,59.548595039731175,16.636403905977986,Västerås,Västmanland,1,2022-06-11 00:00:00
586,56.48116093723827,15.111839887418972,Tingsryd,Kronoberg,1,2022-06-11 00:00:00
587,63.208177428994,14.702343912128578,Östersund,Jämtland,1,2022-06-17 00:00:00
588,63.75061174999543,20.31160800869838,Umeå,Västerbotten,10,2022-06-20 00:00:00
589,63.7946268792937,20.451381952625518,Umeå,Västerbotten,10,2022-06-20 00:00:00
590,58.32578675240461,15.71644268303193,Linköping,Östergötland,1,2022-05-14 00:00:00
591,59.82452740539239,16.20192700437425,Surahammar,Västmanland,1,2022-06-28 00:00:00
592,60.62091749204921,15.462925840357462,Falun,Dalarna,1,2022-05-21 00:00:00
593,58.93102812943198,16.27382391190473,Katrineholm,Södermanland,1,2022-06-06 00:00:00
594,60.53672589933825,15.582210441994343,Borlänge,Dalarna,1,2022-08-28 00:00:00
595,57.00160325849216,16.12041602633704,Högsby,Kalmar,1,2022-07-19 00:00:00
596,63.198732391026155,15.69989630696475,Ragunda,Jämtland,1,2021-06-03 00:00:00
597,60.7412589393191,14.29295104544472,Mora,Dalarna,1,2021-06-02 12:00:00
598,59.14721731773632,16.719278755193884,Flen,Södermanland,1,2022-07-16 00:00:00
599,58.633984231440955,16.782432135705818,Nyköping,Södermanland,1,2022-09-19 00:00:00
600,59.80426075078466,17.728989529949303,Uppsala,Uppsala,1,2022-08-22 00:00:00
601,58.71945810189672,17.053717464533598,Nyköping,Södermanland,1,2022-09-20 00:00:00
602,58.26239413559842,15.630896069831458,Linköping,Östergötland,1,2022-05-15 00:00:00
603,58.72014551743685,17.05690077188569,Nyköping,Södermanland,1,2022-09-20 12:00:00
604,60.20308543833651,18.75735370927762,Norrtälje,Stockholm,1,2022-09-10 00:00:00
605,58.63244649537721,16.788656120445296,Nyköping,Södermanland,1,2022-09-27 00:00:00
606,59.475034111784126,17.482500684103186,Enköping,Uppsala,1,2022-06-30 00:00:00
607,59.475034111784126,17.482500684103186,Enköping,Uppsala,1,2022-06-30 00:00:00
608,59.475034111784126,17.482500684103186,Enköping,Uppsala,1,2022-06-30 00:00:00
609,59.155022929218994,16.154096105106778,Katrineholm,Södermanland,1,2022-10-02 00:00:00
610,59.122419145728124,16.35650478342548,Katrineholm,Södermanland,1,2022-10-06 00:00:00
611,59.475034111784126,17.482500684103186,Enköping,Uppsala,1,2022-08-09 12:00:00
612,59.12960705614002,16.350751897924372,Katrineholm,Södermanland,1,2022-10-11 00:00:00
613,63.75486755534953,19.819278275039274,Umeå,Västerbotten,1,2022-11-13 00:00:00
614,62.70414777500733,17.403459848576258,Timrå,Västernorrland,1,2022-06-11 12:00:00
615,62.70115273997389,17.413478259185613,Timrå,Västernorrland,1,2022-06-11 12:00:00
616,62.712783824472254,17.410278743371215,Härnösand,Västernorrland,1,2022-06-11 12:00:00
617,59.84588341946608,16.81564052069936,Enköping,Uppsala,1,2022-07-21 00:00:00
618,60.12435593228454,16.729581849776228,Sala,Västmanland,6,2022-06-08 00:00:00
619,62.65445651456536,17.133468010884204,Timrå,Västernorrland,1,2022-09-12 00:00:00
620,62.79925842080551,18.219750820227773,Kramfors,Västernorrland,1,2022-09-09 00:00:00
621,59.70103261442441,16.524225074359062,Västerås,Västmanland,1,2022-10-23 00:00:00
622,63.79497297749532,20.45152032890405,Umeå,Västerbotten,5,2022-07-11 00:00:00
623,63.79497297749532,20.45152032890405,Umeå,Västerbotten,172,2022-06-03 12:00:00
624,63.79447292403408,20.4514175559222,Umeå,Västerbotten,1,2022-09-06 12:00:00
625,63.79447292403408,20.4514175559222,Umeå,Västerbotten,5,2022-07-11 00:00:00
626,63.79447292403408,20.4514175559222,Umeå,Västerbotten,109,2022-06-03 12:00:00
627,63.79756796316363,20.452720787128317,Umeå,Västerbotten,1,2022-06-03 12:00:00
628,63.79495397571446,20.451273250517644,Umeå,Västerbotten,2,2022-07-11 00:00:00
629,63.79495397571446,20.451273250517644,Umeå,Västerbotten,2,2022-06-03 12:00:00
630,63.79459325372887,20.45103082393789,Umeå,Västerbotten,2,2022-07-11 00:00:00
