Lat,Lon,Month,row_id,ssrd,ssrd_lag1,ssrd_lag2,ssrd_lag3,swvl1,swvl1_lag1,swvl1_lag2,swvl1_lag3,swvl2,swvl2_lag1,swvl2_lag2,swvl2_lag3,t2m,t2m_lag1,t2m_lag2,t2m_lag3,tp,tp_lag1,tp_lag2,tp_lag3
58.82406471141602,15.420652999857086,2024-11-01,55,1985968.0,4246135.0,10890256.0,13244162.0,0.23153687,0.3752594,0.43574524,0.25280762,0.2346344,0.37750244,0.43650818,0.25730896,277.00977,281.13135,287.0027,288.98828,0.0006232837,0.0012133261,0.0021305773,0.003745999
60.42439648098938,17.31751281493716,2024-10-01,56,4529435.0,9210732.0,14855290.0,16262584.0,0.26483154,0.3783722,0.44639587,0.25491333,0.2677765,0.38142395,0.44631958,0.24731445,282.3423,286.06714,289.88477,289.7578,0.0018899878,0.0029441211,0.0023217758,0.0055031856
60.40888167820897,17.29708377799342,2024-10-01,57,4529435.0,9210732.0,14855290.0,16262584.0,0.26483154,0.3783722,0.44639587,0.25491333,0.2677765,0.38142395,0.44631958,0.24731445,282.3423,286.06714,289.88477,289.7578,0.0018899878,0.0029441211,0.0023217758,0.0055031856
60.40688339081291,17.29757307351631,2024-10-01,58,4529435.0,9120050.0,14855290.0,17488228.0,0.26483154,0.35176086,0.44639587,0.2368927,0.2677765,0.3551178,0.44631958,0.2268982,282.3423,286.114,289.88477,290.85742,0.0018899878,0.0030445624,0.0023217758,0.003551588
58.91508054177676,16.274927497124537,2024-10-01,59,4529435.0,9120050.0,14855290.0,17488228.0,0.26483154,0.35176086,0.44639587,0.2368927,0.2677765,0.3551178,0.44631958,0.2268982,282.3423,286.114,289.88477,290.85742,0.0018899878,0.0030445624,0.0023217758,0.003551588
59.93685148178367,16.742521501116997,2024-09-01,60,10487774.0,14131442.0,16843020.0,21347546.0,0.23724365,0.3435974,0.37860107,0.17785645,0.23573303,0.3465271,0.3751831,0.1555481,287.1433,289.08203,289.44727,289.636,0.0020550285,0.003489617,0.0055435156,0.0030057363
56.158959327139335,13.570399768511958,2024-12-01,61,790984.0,1761044.0,4447239.0,10380558.0,0.26745605,0.33338928,0.3753662,0.20457458,0.2674408,0.33673096,0.37956238,0.19773865,275.09937,275.96094,281.24268,287.25464,0.0013627033,0.0009034404,0.0015236354,0.0022808705
56.14965569544967,13.540023000560328,2024-12-01,62,790984.0,1761044.0,4447239.0,11464398.0,0.26745605,0.33338928,0.3753662,0.30993652,0.2674408,0.33673096,0.37956238,0.3005066,275.09937,275.96094,281.24268,288.06714,0.0013627033,0.0009034404,0.0015236354,0.0026335064
56.139377379661994,13.481962982896224,2024-12-01,63,790984.0,1761044.0,4447239.0,11464398.0,0.26745605,0.33338928,0.3753662,0.30993652,0.2674408,0.33673096,0.37956238,0.3005066,275.09937,275.96094,281.24268,288.06714,0.0013627033,0.0009034404,0.0015236354,0.0026335064
59.56507402973877,18.439404765656125,2024-12-01,64,757632.0,1761044.0,4370013.0,11464398.0,0.25471497,0.33338928,0.25006104,0.30993652,0.2551422,0.33673096,0.25364685,0.3005066,274.85327,275.96094,282.06494,288.06714,0.0016214768,0.0009034404,0.00167521,0.0026335064
59.383843467192506,15.96794130456396,2024-12-01,65,757632.0,1761044.0,4370013.0,11464398.0,0.25471497,0.33338928,0.25006104,0.30993652,0.2551422,0.33673096,0.25364685,0.3005066,274.85327,275.96094,282.06494,288.06714,0.0016214768,0.0009034404,0.00167521,0.0026335064
60.70141129009384,17.081717452035495,2024-09-01,66,10248206.0,16808160.0,17084132.0,23193632.0,0.2210083,0.17617798,0.25706482,0.30503845,0.22113037,0.17243958,0.25109863,0.3079071,287.08472,290.7754,290.2539,288.62036,0.0023273323,0.0011793261,0.0044996296,0.002030567
