Lat,Lon,ssrd_lag1,ssrd_lag2,ssrd_lag3,swvl1_lag1,swvl1_lag2,swvl1_lag3,swvl2_lag1,swvl2_lag2,swvl2_lag3,t2m_lag1,t2m_lag2,t2m_lag3,tp_lag1,tp_lag2,tp_lag3,valid_time
55.1,10.6,26251890.0,57935624.0,113055256.0,0.37102368,0.3673233,0.35159054,0.37257499,0.36191458,0.3360064,279.42242,280.7271,285.50772,0.013954283,0.020635163,0.069697134,2025-12-01
55.1,11.8,27884374.0,59982084.0,118741860.0,0.36204585,0.36156565,0.33614817,0.36250928,0.35616252,0.322085,279.26923,280.62192,285.46713,0.010078364,0.01455043,0.0559114,2025-12-01
55.1,11.9,27841442.0,59978864.0,118887600.0,0.36335585,0.3630061,0.3408321,0.36422333,0.35799763,0.32689887,279.28854,280.604,285.47043,0.009767541,0.014197466,0.05479524,2025-12-01
55.1,12.0,27905354.0,60041320.0,119244010.0,0.36388764,0.36447805,0.3451868,0.36513546,0.3599996,0.33129588,279.32117,280.596,285.43695,0.009767317,0.014551853,0.054155257,2025-12-01
55.1,12.1,27860090.0,59976336.0,119291150.0,0.36004016,0.36063638,0.33873183,0.3604482,0.35529888,0.32283562,279.34186,280.59164,285.44464,0.009588205,0.014139053,0.054000642,2025-12-01
55.1,14.9,29505714.0,65126704.0,134700740.0,0.36159995,0.3697296,0.351342,0.3622589,0.36536762,0.3342172,279.2878,280.57993,284.78488,0.010509648,0.027192762,0.057009313,2025-12-01
55.1,15.0,29577922.0,65069864.0,135051790.0,0.358143,0.36735433,0.34247515,0.35817972,0.3623398,0.32439595,279.3148,280.6253,284.8365,0.010635772,0.027505366,0.05719881,2025-12-01
55.1,15.1,29721154.0,65117936.0,135452940.0,0.35387337,0.3640396,0.33091488,0.35318783,0.3583435,0.31197628,279.34534,280.70245,284.93533,0.010837183,0.027803158,0.057917316,2025-12-01
55.1,21.3,23764714.0,59142480.0,132904690.0,0.34585685,0.33392844,0.3318885,0.34691817,0.33823597,0.33163354,277.28543,278.47113,284.0527,0.02282451,0.015132603,0.050212994,2025-12-01
55.1,21.4,23661944.0,59350890.0,132980184.0,0.39214128,0.38067728,0.38040802,0.39301667,0.38468832,0.37939897,277.27963,278.43338,284.09094,0.02150458,0.014434976,0.049093194,2025-12-01
55.1,21.5,23535734.0,59704044.0,133213040.0,0.39050916,0.38045654,0.37604448,0.39114097,0.3844518,0.37355337,277.30243,278.4264,284.15988,0.018608296,0.0138921635,0.04733821,2025-12-01
55.1,21.6,23404514.0,59936570.0,132941900.0,0.389714,0.3805354,0.3737404,0.39018363,0.3846232,0.37051934,277.30844,278.41226,284.20245,0.016796643,0.013674078,0.046634942,2025-12-01
55.1,21.7,23270998.0,60009704.0,131982424.0,0.38988635,0.38060406,0.37194234,0.39027235,0.38470662,0.36809614,277.28845,278.40048,284.21954,0.01632114,0.013975013,0.047382466,2025-12-01
55.1,21.8,23107208.0,59988990.0,131005550.0,0.39018816,0.38043925,0.37461165,0.39048427,0.3845515,0.3721525,277.2499,278.35532,284.19748,0.015733588,0.014147084,0.048302054,2025-12-01
55.1,21.9,22935214.0,59946540.0,130034380.0,0.39045715,0.38018647,0.3777136,0.39067924,0.38435975,0.3769118,277.20505,278.30145,284.1661,0.015093372,0.014274765,0.049244724,2025-12-01
55.1,22.0,22739798.0,59786016.0,128979944.0,0.39060917,0.38017476,0.37688914,0.39073578,0.38446555,0.37576786,277.14856,278.24338,284.12704,0.014506214,0.014498014,0.050109915,2025-12-01
55.1,22.1,22537242.0,59562840.0,127848264.0,0.39076233,0.38023275,0.37617543,0.39084315,0.38463593,0.3748218,277.09546,278.19125,284.08768,0.014046059,0.014867868,0.050871924,2025-12-01
55.1,22.2,22319320.0,59212310.0,126543896.0,0.3907013,0.38070932,0.36857212,0.3908443,0.38526407,0.36394575,277.02515,278.15628,284.05814,0.013879263,0.015562113,0.051488705,2025-12-01
55.1,22.3,22100324.0,58865470.0,125231950.0,0.38962978,0.37849018,0.35723877,0.3890997,0.381722,0.34772074,276.95367,278.12073,284.04495,0.013734342,0.016274106,0.052162394,2025-12-01
55.1,22.4,21886988.0,58714084.0,123987820.0,0.38950998,0.37625986,0.3506893,0.3884786,0.37865803,0.33834642,276.9022,278.0997,284.0182,0.013621673,0.01687717,0.053887792,2025-12-01
55.1,22.5,21708166.0,58440412.0,123001820.0,0.3905357,0.37707722,0.35126472,0.38970438,0.3799642,0.33917433,276.84763,278.07346,283.96866,0.013686672,0.017467503,0.055288374,2025-12-01
55.1,22.6,21610040.0,58022200.0,122629340.0,0.39164677,0.37891743,0.35511878,0.39111102,0.38270518,0.34449768,276.80017,278.04312,283.92337,0.014165297,0.017967548,0.056633137,2025-12-01
55.1,22.7,21547620.0,57542110.0,122451800.0,0.3966234,0.38545227,0.36152747,0.3958164,0.38869986,0.3539921,276.75034,278.00354,283.88007,0.014617525,0.018444521,0.057712287,2025-12-01
55.1,22.8,21484552.0,57073070.0,122231304.0,0.4005206,0.39016724,0.36530524,0.39934513,0.39263713,0.3597097,276.6987,277.96143,283.84726,0.014944576,0.018925695,0.058702454,2025-12-01
55.1,22.9,21422174.0,56621772.0,121913490.0,0.40061384,0.389592,0.36258328,0.3993423,0.39202932,0.35634884,276.6563,277.9191,283.81573,0.015025958,0.019397749,0.059533045,2025-12-01
55.1,23.0,21365182.0,56158710.0,121594010.0,0.40067658,0.3889343,0.35992235,0.39929256,0.3912786,0.35304013,276.60727,277.87967,283.77518,0.015162967,0.019849641,0.06041707,2025-12-01
55.1,23.1,21333960.0,55646040.0,121266080.0,0.40151808,0.39019978,0.3656055,0.40038103,0.39279684,0.36013007,276.56213,277.8376,283.69357,0.015550613,0.020218192,0.06153395,2025-12-01
55.1,23.2,21293626.0,55104520.0,120936890.0,0.40202332,0.3908839,0.36921743,0.4010603,0.3936081,0.36446553,276.51352,277.79904,283.61426,0.015858294,0.020545227,0.06259623,2025-12-01
55.1,23.3,21179804.0,54390280.0,120603330.0,0.40303323,0.3916575,0.37437242,0.40224203,0.39454955,0.3707487,276.44553,277.74393,283.5372,0.015493363,0.02061767,0.06319582,2025-12-01
55.1,23.4,21110428.0,53801172.0,120317930.0,0.40371025,0.39242554,0.37805274,0.40310612,0.395519,0.3753544,276.3943,277.6969,283.46255,0.015367836,0.020750603,0.06391983,2025-12-01
55.1,23.5,21072450.0,53331304.0,120131240.0,0.40326494,0.3919398,0.37510583,0.40265176,0.39495748,0.3716544,276.35934,277.66208,283.4119,0.0151798725,0.020797579,0.064516805,2025-12-01
55.1,23.6,21087720.0,53040144.0,120009880.0,0.40334743,0.39194793,0.3751826,0.40278003,0.3949773,0.37191132,276.34265,277.65256,283.38474,0.015159816,0.020845262,0.06516165,2025-12-01
55.1,23.7,21113884.0,52801812.0,119860490.0,0.40361136,0.3920873,0.37660167,0.4030722,0.395135,0.37358093,276.3428,277.66052,283.378,0.015129797,0.020874588,0.06581799,2025-12-01
55.1,23.8,21131288.0,52573856.0,119586024.0,0.4029202,0.3906723,0.37128767,0.40228045,0.39354655,0.36701718,276.34647,277.68134,283.3889,0.014946036,0.020857593,0.06647568,2025-12-01
55.1,23.9,21157408.0,52373950.0,119315930.0,0.40251613,0.38977662,0.36845547,0.4018193,0.39252725,0.36323795,276.3444,277.7039,283.38727,0.014771327,0.020836381,0.067124516,2025-12-01
55.1,24.0,21260998.0,52426624.0,119088160.0,0.4028456,0.3904775,0.37180647,0.40228668,0.39331564,0.3667327,276.2884,277.6904,283.3127,0.014668129,0.020770153,0.067719296,2025-12-01
55.1,24.1,21367992.0,52491680.0,118863330.0,0.40229627,0.38995972,0.37233317,0.4019685,0.39297232,0.367093,276.2238,277.67023,283.2286,0.014583223,0.02073053,0.06829495,2025-12-01
55.1,24.2,21438176.0,52443770.0,118623060.0,0.3978198,0.38429362,0.36700538,0.39852282,0.38841859,0.36100474,276.1581,277.65445,283.16925,0.014568232,0.020903496,0.068786316,2025-12-01
55.1,24.3,21522806.0,52418350.0,118374104.0,0.39728463,0.38368735,0.36769497,0.39813402,0.38773957,0.361716,276.10248,277.63748,283.11066,0.014565922,0.020954056,0.069333844,2025-12-01
55.1,24.4,21595762.0,52307010.0,118087800.0,0.3972072,0.3834137,0.37211066,0.3980368,0.38707632,0.36696255,276.04282,277.61502,283.05887,0.014660768,0.020974984,0.06991576,2025-12-01
55.1,24.5,21710752.0,52214330.0,117749660.0,0.39543492,0.3802709,0.37409875,0.3966963,0.38404033,0.3691101,275.95435,277.55902,282.97565,0.014855757,0.020601576,0.07070559,2025-12-01
55.2,10.5,25932430.0,57674290.0,113928550.0,0.3694085,0.36303252,0.3475184,0.37010363,0.3576594,0.3301234,279.4848,280.65967,285.55698,0.013261714,0.018829165,0.067560084,2025-12-01
55.2,10.6,25976990.0,57675964.0,113919920.0,0.36802617,0.361762,0.34513706,0.36818722,0.35556385,0.32750234,279.48486,280.65817,285.56686,0.012906023,0.01861683,0.06703175,2025-12-01
55.2,10.7,25941272.0,57625536.0,114086700.0,0.36714512,0.36042684,0.3431362,0.3669151,0.35385486,0.3250117,279.5046,280.65628,285.59833,0.012554445,0.01813185,0.066287875,2025-12-01
55.2,11.3,26791548.0,58616564.0,115569790.0,0.3736691,0.368248,0.34758192,0.37634787,0.36392415,0.33572042,279.32333,280.7189,285.50742,0.014393256,0.018085066,0.06378809,2025-12-01
55.2,11.4,26791548.0,58616564.0,115569790.0,0.3736691,0.368248,0.34758192,0.37634787,0.36392415,0.33572042,279.32333,280.7189,285.50742,0.014393256,0.018085066,0.06378809,2025-12-01
55.2,11.5,27015648.0,59070016.0,116609390.0,0.37028447,0.36531678,0.34450653,0.37201494,0.36015624,0.33122253,279.32556,280.69006,285.59106,0.012087957,0.015648384,0.05877238,2025-12-01
55.2,11.6,27133854.0,59308984.0,117158860.0,0.36859754,0.36380616,0.3428394,0.36994764,0.35834807,0.3290489,279.32248,280.66122,285.62604,0.010871352,0.014362407,0.056127563,2025-12-01
55.2,11.7,27367894.0,59780984.0,118253290.0,0.3658176,0.3610382,0.33928362,0.36710668,0.3558151,0.3259041,279.29135,280.52444,285.64285,0.008458533,0.011811887,0.05089486,2025-12-01
55.2,11.8,27478446.0,59850336.0,118596450.0,0.36456922,0.3611079,0.34031528,0.36558023,0.35578004,0.3262009,279.2942,280.52582,285.59738,0.008312152,0.011758384,0.050895188,2025-12-01
55.2,11.9,27485266.0,59803496.0,118796904.0,0.36245728,0.3600006,0.33995795,0.3627698,0.35401714,0.32401988,279.3116,280.53772,285.55774,0.008272641,0.011642923,0.050989855,2025-12-01
55.2,12.0,27491282.0,59756132.0,118996910.0,0.35707545,0.35522002,0.3314268,0.3562187,0.348025,0.31226915,279.35315,280.54678,285.55804,0.008223967,0.011524742,0.05108006,2025-12-01
55.2,12.1,27471680.0,59708770.0,119154870.0,0.35300362,0.35151622,0.32475033,0.35112226,0.34311116,0.3024051,279.39212,280.55713,285.5772,0.008077137,0.011255373,0.050853256,2025-12-01
55.2,14.8,28997010.0,64583896.0,133505620.0,0.35225368,0.3614741,0.34639028,0.35064188,0.3549947,0.32790104,279.38452,280.58154,284.75955,0.010532708,0.02488604,0.05321869,2025-12-01
55.2,21.3,23578342.0,58995892.0,133397760.0,0.28571856,0.27402192,0.26892927,0.28709525,0.27854717,0.27020115,277.3067,278.52548,284.03027,0.021926207,0.015263293,0.04913239,2025-12-01
55.2,21.4,23415752.0,59256028.0,133521360.0,0.3551229,0.34355366,0.34292603,0.3561842,0.34752503,0.34372982,277.29288,278.46188,284.07382,0.020242078,0.014225964,0.047527835,2025-12-01
55.2,21.5,23268222.0,59527630.0,133567440.0,0.3899536,0.37902528,0.37978977,0.39076176,0.3827886,0.3801299,277.2936,278.4195,284.11935,0.018286297,0.0134937065,0.04612159,2025-12-01
55.2,21.6,23098096.0,59642820.0,133211810.0,0.38955575,0.37930757,0.37720513,0.39013898,0.38322908,0.3763615,277.26337,278.36136,284.15012,0.016988361,0.012970333,0.04566083,2025-12-01
55.2,21.7,22929890.0,59656080.0,132430010.0,0.38954106,0.37937367,0.3758279,0.38997114,0.38334706,0.37446544,277.22388,278.3126,284.14783,0.016168514,0.012911645,0.046161868,2025-12-01
55.2,21.8,22743498.0,59571784.0,131470190.0,0.38948116,0.37924498,0.37153625,0.3897637,0.38328093,0.36870795,277.16144,278.2499,284.11545,0.015438051,0.012960267,0.047153972,2025-12-01
