Lat,Lon,ssrd_lag1,ssrd_lag2,ssrd_lag3,swvl1_lag1,swvl1_lag2,swvl1_lag3,swvl2_lag1,swvl2_lag2,swvl2_lag3,t2m_lag1,t2m_lag2,t2m_lag3,tp_lag1,tp_lag2,tp_lag3,Month
66.2,22.3,630490.0,13292986.0,60403304.0,0.23120591044425964,0.2424463927745819,0.2608189880847931,0.2303345799446106,0.24663950502872467,0.2636226415634155,267.85601806640625,267.4056396484375,278.9532775878906,0.022785766050219536,0.02493281289935112,0.030615834519267082,2025-12-01
66.2,22.4,631312.0,13294870.0,60460072.0,0.2328370213508606,0.2429651916027069,0.2601791024208069,0.2321503758430481,0.24697570502758026,0.2629674971103668,267.923095703125,267.48760986328125,279.0626525878906,0.02284054271876812,0.02464258298277855,0.029752038419246674,2025-12-01
66.2,22.5,632030.0,13296762.0,60521468.0,0.23464755713939667,0.24351857602596283,0.25951656699180603,0.23413506150245667,0.24734395742416382,0.2622843086719513,268.0080871582031,267.5939025878906,279.1899108886719,0.022907672449946404,0.024347100406885147,0.02889876626431942,2025-12-01
66.2,22.6,632818.0,13297836.0,60569392.0,0.2362581491470337,0.244242861866951,0.25918036699295044,0.2362544685602188,0.24783223867416382,0.2619338631629944,268.0936279296875,267.72808837890625,279.3260803222656,0.022984525188803673,0.02405235543847084,0.02820402942597866,2025-12-01
66.2,22.7,633396.0,13297132.0,60569960.0,0.23690322041511536,0.24545644223690033,0.2593846619129181,0.2378387451171875,0.24877674877643585,0.26204410195350647,268.1268310546875,267.92022705078125,279.4026794433594,0.023084623739123344,0.02376003935933113,0.02808660827577114,2025-12-01
66.2,22.8,633920.0,13296142.0,60567176.0,0.23752988874912262,0.24667206406593323,0.25959333777427673,0.2393709421157837,0.2497202605009079,0.2621587812900543,268.1585998535156,268.10693359375,279.4737548828125,0.023184863850474358,0.023467887192964554,0.028000151738524437,2025-12-01
66.2,22.9,634294.0,13294236.0,60533992.0,0.23949459195137024,0.24796853959560394,0.2595835030078888,0.24132932722568512,0.2506576478481293,0.2620386779308319,268.13604736328125,268.1156005859375,279.4473571777344,0.023295817896723747,0.02318035438656807,0.028286047279834747,2025-12-01
66.2,23.0,634636.0,13291988.0,60494660.0,0.24249477684497833,0.24931131303310394,0.2593816816806793,0.2439175248146057,0.2516067624092102,0.2617148160934448,268.084716796875,268.0300598144531,279.38812255859375,0.023409729823470116,0.022894103080034256,0.028638839721679688,2025-12-01
66.2,23.1,635006.0,13289476.0,60454552.0,0.24473097920417786,0.2505691647529602,0.2592748701572418,0.2459227442741394,0.2526194155216217,0.26148495078086853,268.0232238769531,267.9517822265625,279.3244323730469,0.023524342104792595,0.022608023136854172,0.028990373015403748,2025-12-01
66.2,23.2,635552.0,13286942.0,60404916.0,0.24475255608558655,0.2513829469680786,0.25943878293037415,0.2462794929742813,0.2535201907157898,0.2615686357021332,267.99029541015625,267.98406982421875,279.3055419921875,0.023634975776076317,0.022350896149873734,0.029325105249881744,2025-12-01
66.2,23.3,636056.0,13284172.0,60354040.0,0.24472256004810333,0.2521835267543793,0.25960662961006165,0.24659886956214905,0.2544138729572296,0.2616606652736664,267.9587097167969,268.0197448730469,279.28851318359375,0.023744836449623108,0.02209470048546791,0.029659397900104523,2025-12-01
66.2,23.4,636158.0,13284874.0,60241276.0,0.24586538970470428,0.2529296875,0.2597050964832306,0.24773801863193512,0.2550547420978546,0.2617148160934448,267.97265625,268.0857849121094,279.3096923828125,0.023821532726287842,0.02203226462006569,0.02985750138759613,2025-12-01
66.2,23.5,634984.0,13269598.0,60135088.0,0.24721869826316833,0.2542165219783783,0.2598763704299927,0.2486698478460312,0.2560323178768158,0.2618250548839569,268.01422119140625,268.1666259765625,279.37432861328125,0.023800142109394073,0.02215460315346718,0.029993191361427307,2025-12-01
66.2,23.6,633942.0,13255946.0,60024472.0,0.24840256571769714,0.2554173767566681,0.2600525915622711,0.24958433210849762,0.2570236325263977,0.26194024085998535,268.0530090332031,268.2484130859375,279.4375305175781,0.023795470595359802,0.022279512137174606,0.03016195446252823,2025-12-01
66.2,23.7,632704.0,13242820.0,59911560.0,0.25019732117652893,0.25688934326171875,0.26015546917915344,0.25063982605934143,0.2577010989189148,0.26198798418045044,268.0604248046875,268.2967834472656,279.4607849121094,0.023793816566467285,0.02240530028939247,0.030338816344738007,2025-12-01
66.2,23.8,631078.0,13227306.0,59801600.0,0.252458781003952,0.258584588766098,0.2602258622646332,0.25177475810050964,0.25822752714157104,0.26200276613235474,268.05792236328125,268.32965087890625,279.4698486328125,0.02376963198184967,0.02252790704369545,0.030473537743091583,2025-12-01
66.2,23.9,629554.0,13211308.0,59686848.0,0.2674286961555481,0.2738550901412964,0.27461832761764526,0.26640215516090393,0.2732401490211487,0.27631697058677673,268.0423583984375,268.3429870605469,279.4553527832031,0.02374875545501709,0.02264714613556862,0.03061511367559433,2025-12-01
66.2,24.0,626924.0,13192936.0,59531868.0,0.4256618022918701,0.4346420168876648,0.4356507360935211,0.4268035888671875,0.4361170530319214,0.4369482100009918,268.03509521484375,268.3086853027344,279.39007568359375,0.023746930062770844,0.02271578088402748,0.03083004802465439,2025-12-01
66.2,24.1,624242.0,13174390.0,59375760.0,0.5837839245796204,0.595318615436554,0.5965797901153564,0.587098240852356,0.5988876223564148,0.5974746346473694,268.0275573730469,268.27410888671875,279.32501220703125,0.023744866251945496,0.02278447523713112,0.031045205891132355,2025-12-01
66.2,24.2,620250.0,13154438.0,59190092.0,0.6700028777122498,0.6826573610305786,0.6832531094551086,0.67376708984375,0.6864242553710938,0.6840633153915405,268.032470703125,268.2492370605469,279.2791442871094,0.0237550288438797,0.02281893417239189,0.03132138401269913,2025-12-01
66.2,24.3,616052.0,13133860.0,58994028.0,0.6704027652740479,0.6832860112190247,0.6837389469146729,0.6743942499160767,0.6870330572128296,0.6847401261329651,268.0533447265625,268.2471008300781,279.2617492675781,0.023771435022354126,0.022844884544610977,0.031620100140571594,2025-12-01
