row_id,Lat,Lon
1195,66.8,16.9
1196,66.8,17.0
1197,66.8,17.1
1198,66.8,17.2
1199,66.8,17.3
1200,66.8,17.4
1201,66.8,17.5
1202,66.8,17.6
1203,66.8,17.7
1204,66.8,17.8
1205,66.8,17.9
1206,66.8,18.0
1207,66.8,18.1
1208,66.8,18.2
1209,66.8,18.3
1210,66.8,18.4
1211,66.8,18.5
1212,66.8,18.6
1213,66.8,18.7
1214,66.8,18.8
1215,66.8,18.9
1216,66.8,19.0
1217,66.8,19.1
1218,66.8,19.2
1219,66.8,19.3
1220,66.8,19.4
1221,66.8,19.5
1222,66.8,19.6
1223,66.8,19.7
1224,66.8,19.8
1225,66.8,19.9
1226,66.8,20.0
1227,66.8,20.1
1228,66.8,20.2
1229,66.8,20.3
1230,66.8,20.4
1231,66.8,20.5
1232,66.8,20.6
1233,66.8,20.7
1234,66.8,20.8
1235,66.8,20.9
1236,66.8,21.0
1237,66.8,21.1
1238,66.8,21.2
1239,66.8,21.3
1240,66.8,21.4
1241,66.8,21.5
1242,66.8,21.6
1243,66.8,21.7
1244,66.8,21.8
1245,66.8,21.9
1246,66.8,22.0
1247,66.8,22.1
1248,66.8,22.2
1249,66.8,22.3
1250,66.8,22.4
1251,66.8,22.5
1252,66.8,22.6
1253,66.8,22.7
1254,66.8,22.8
1255,66.8,22.9
1256,66.8,23.0
1257,66.8,23.1
1258,66.8,23.2
1259,66.8,23.3
1260,66.8,23.4
1261,66.8,23.5
1262,66.7,15.6
1263,66.7,15.7
1264,66.7,15.8
1265,66.7,15.9
1266,66.7,16.0
1267,66.7,16.1
1268,66.7,16.2
1269,66.7,16.3
1270,66.7,16.4
1271,66.7,16.5
1272,66.7,16.6
1273,66.7,16.7
1274,66.7,16.8
1275,66.7,16.9
1276,66.7,17.0
1277,66.7,17.1
1278,66.7,17.2
1279,66.7,17.3
1280,66.7,17.4
1281,66.7,17.5
1282,66.7,17.6
1283,66.7,17.7
1284,66.7,17.8
1285,66.7,17.9
1286,66.7,18.0
1287,66.7,18.1
1288,66.7,18.2
1289,66.7,18.3
1290,66.7,18.4
1291,66.7,18.5
1292,66.7,18.6
1293,66.7,18.7
1294,66.7,18.8
1295,66.7,18.9
1296,66.7,19.0
1297,66.7,19.1
1298,66.7,19.2
1299,66.7,19.3
1300,66.7,19.4
1301,66.7,19.5
1302,66.7,19.6
1303,66.7,19.7
1304,66.7,19.8
1305,66.7,19.9
1306,66.7,20.0
1307,66.7,20.1
1308,66.7,20.2
1309,66.7,20.3
1310,66.7,20.4
1311,66.7,20.5
1312,66.7,20.6
1313,66.7,20.7
1314,66.7,20.8
1315,66.7,20.9
1316,66.7,21.0
1317,66.7,21.1
1318,66.7,21.2
1319,66.7,21.3
1320,66.7,21.4
