row_id,Lat,Lon,Month,NDVI,NDVI_clim,NDVI_anom,NDVI_lag1,NDVI_anom_lag1,NDVI_lag2,NDVI_anom_lag2
4109,57.21683893935825,16.41586459623759,2023-11-01,0.6313000000000001,0.51906875,0.1122312500000001,0.7851,0.0596785714285713,0.7473000000000001,0.0070062499999999
4110,57.21800161424014,16.409395347075574,2023-11-01,0.50765,0.51799375,-0.0103437499999999,0.7299,-0.005292857142857,0.6853,-0.07116875
4111,57.21723209690232,16.41441452456691,2023-11-01,0.5902000000000001,0.5347937500000001,0.0554062499999999,0.7299,-0.0064857142857143,0.7313000000000001,-0.0031124999999999
4112,57.21876525433523,16.413049339469108,2023-11-01,0.5498000000000001,0.49136875,0.05843125,0.6593,-0.0449428571428571,0.6593,-0.0449428571428571
4113,57.22023341368436,16.413983856764407,2023-11-01,0.5498000000000001,0.49136875,0.05843125,0.5498000000000001,0.05843125,0.6593,-0.0449428571428571
4114,57.21956436305328,16.4093380778277,2023-11-01,0.42255,0.47176875,-0.0492187499999999,0.7299,0.0218714285714285,0.602,-0.12221875
4115,57.2123409806247,16.411967499523573,2023-11-01,0.65685,0.51538125,0.14146875,0.6733,-0.0265642857142857,0.7139,-0.01019375
4116,57.219129496408726,16.396916546582244,2023-11-01,0.69465,0.47301875,0.2216312499999999,0.7145,0.0692428571428571,0.7145,0.0692428571428571
4117,57.22130691494956,16.407363523634924,2023-11-01,0.6125,0.4963375,0.1161625,0.674,-0.0117428571428571,0.66505,-0.0650874999999999
4118,57.21876162151917,16.39494093261078,2023-11-01,0.7031000000000001,0.48859375,0.21450625,0.6876,0.0338857142857141,0.6687000000000001,-0.0206562499999999
4119,57.21882921523975,16.403449965132978,2023-11-01,0.62205,0.4658375,0.1562124999999999,0.6729,-0.0011999999999999,0.6676500000000001,-0.0429312499999999
4120,57.21880664363539,16.40063568616603,2023-11-01,0.66205,0.43656875,0.22548125,0.6729,0.0348714285714285,0.6729,0.0348714285714285
4121,57.21861027904945,16.400384244075063,2023-11-01,0.66205,0.43656875,0.22548125,0.66205,0.22548125,0.6729,0.0348714285714285
4122,57.2201469531804,16.39824049185609,2023-11-01,0.69465,0.47301875,0.2216312499999999,0.69465,0.2216312499999999,0.7145,0.0692428571428571
4123,57.22270350570059,16.402602073812133,2023-11-01,0.68765,0.51065625,0.1769937499999999,0.674,-0.0134499999999999,0.674,-0.0134499999999999
4124,57.222867798655805,16.40204187953462,2023-11-01,0.68765,0.51065625,0.1769937499999999,0.68765,0.1769937499999999,0.674,-0.0134499999999999
4125,57.22395623113018,16.39209347078796,2023-11-01,0.7423500000000001,0.5220750000000001,0.220275,0.7149,0.0134714285714285,0.7149,0.0134714285714285
4126,57.22413164065146,16.39299021059172,2023-11-01,0.7423500000000001,0.5220750000000001,0.220275,0.7423500000000001,0.220275,0.7149,0.0134714285714285
4127,57.220865042956746,16.39830165077645,2023-11-01,0.65005,0.46260625,0.1874437499999999,0.7145,0.0536357142857142,0.7145,0.0536357142857142
4128,57.220495965810784,16.398494378409545,2023-11-01,0.65005,0.46260625,0.1874437499999999,0.65005,0.1874437499999999,0.7145,0.0536357142857142
4129,57.215000857792,16.400293146838514,2023-11-01,0.7453000000000001,0.522575,0.222725,0.7484000000000001,0.0274428571428571,0.7391000000000001,0.02038125
4130,57.21237055458502,16.407681646302155,2023-11-01,0.70725,0.5416625,0.1655875,0.6832,-0.0178214285714286,0.6716500000000001,-0.0722499999999999
4131,57.20935639802639,16.40328045135525,2023-11-01,0.53125,0.4855,0.0457499999999999,0.641,-0.0410142857142856,0.6184000000000001,-0.07154375
4132,60.4740566242767,16.161334110960905,2024-09-01,0.8051,0.7825125,0.0225874999999999,0.8063,-0.0210687499999999,0.8480000000000001,0.0056
4133,59.32526691794095,18.27603814675012,2024-05-01,0.62985,0.5931500000000001,0.0366999999999999,0.41625,-0.02048125,0.43765,0.05713125
4134,58.99928881490981,15.37441632213851,2024-09-01,0.7816500000000001,0.74326875,0.03838125,0.8256,0.0319437499999999,0.8651500000000001,0.0488312499999999
4135,60.70476606700669,16.140179348454286,2024-05-01,0.7211000000000001,0.65710625,0.06399375,0.5991000000000001,0.050275,0.09365,-0.12425
4136,60.63705880971989,16.0541228285759,2024-05-01,0.77295,0.7447625,0.0281875,0.67695,0.12311875,0.4142,0.12164375
4137,60.63792222106894,16.88617715177812,2024-05-01,0.72895,0.6389812500000001,0.0899687499999999,0.4746,0.00930625,0.1759,-0.1641125
4138,59.33762430676916,18.321568567214506,2024-05-01,0.7161000000000001,0.67324375,0.04285625,0.3571,-0.19046875,0.5735,0.0519749999999999
4139,59.33069331896263,18.20087712205491,2024-05-01,0.64115,0.61866875,0.02248125,0.5745,0.0690625,0.6099,0.0936187499999999
4140,59.33140925205653,18.20296623734956,2024-05-01,0.64115,0.61866875,0.02248125,0.64115,0.02248125,0.5745,0.0690625
4141,59.26860638119194,18.308581314947315,2024-07-01,,,,,,,
4142,59.43643179579494,18.573976627702,2024-09-01,0.59475,0.64436,-0.04961,0.7525000000000001,0.0164642857142857,0.753,0.07798125
4143,59.445277414136456,18.078466676936713,2024-09-01,0.47975,0.50115,-0.0213999999999999,0.4583,-0.05000625,0.4187,-0.0523562499999999
4144,60.047050365827104,17.07254829025733,2024-09-01,0.8066500000000001,0.7320125000000001,0.0746375,0.80125,0.0066749999999999,0.5656,-0.20443125
4145,60.04276821124997,17.06976416157161,2024-09-01,0.6970000000000001,0.66805,0.02895,0.7501,0.0134999999999999,0.7501,0.0134999999999999
4146,60.04262292240264,17.069938074326036,2024-09-01,0.6970000000000001,0.66805,0.02895,0.6970000000000001,0.02895,0.7501,0.0134999999999999
4147,56.65831742229156,12.811629181369366,2024-09-01,0.5724,0.54130625,0.03109375,0.6591,0.0196374999999999,0.6894,0.0757875
4148,58.63813562843675,13.811037092518363,2024-05-01,0.74815,0.77019375,-0.02204375,0.6586000000000001,0.000925,0.4308,-0.14749375
4149,59.32779584904527,18.260545989017988,2024-07-01,0.52545,0.5309250000000001,-0.0054750000000001,0.55265,0.0137812499999999,0.49095,0.0041687499999999
4150,63.6124587890783,19.284468412255254,2024-09-01,0.7665000000000001,0.7368,0.0297,0.81535,0.01055625,0.8376,0.0187125
4151,59.54214337481736,17.57211780586301,2024-06-01,0.81215,0.7589875,0.0531625,0.7505000000000001,0.0182999999999999,0.62825,-0.00469375
4152,57.869808475791814,12.08487916476262,2024-05-01,0.7432000000000001,0.7001937500000001,0.04300625,0.6145,0.0151,0.6586500000000001,0.09863125
4153,57.8717618634538,12.08590846940221,2024-05-01,0.7625000000000001,0.7104250000000001,0.0520749999999999,0.6298,0.0127499999999999,0.6298,0.0127499999999999
4154,57.87248809726789,12.087688735636226,2024-05-01,0.7625000000000001,0.7104250000000001,0.0520749999999999,0.6298,0.0127499999999999,0.6918500000000001,0.1032125
4155,57.87315603792796,12.085949914664935,2024-05-01,0.7625000000000001,0.7104250000000001,0.0520749999999999,0.7625000000000001,0.0520749999999999,0.6298,0.0127499999999999
4156,57.90905190422643,12.17224097426204,2024-05-01,0.76825,0.7212625,0.0469874999999999,0.6514,0.0263624999999999,0.6366,0.10094375
4157,57.854507814467546,12.045730277809366,2024-05-01,0.6852,0.66004375,0.0251562499999999,0.5901000000000001,0.024,0.56345,0.0455124999999999
4158,57.85373590058249,12.047580962326556,2024-05-01,0.65175,0.6212125000000001,0.0305374999999999,0.5845,0.04143125,0.34325,-0.14459375
4159,57.854000272200935,12.054077500516106,2024-05-01,0.67045,0.611625,0.058825,0.529,0.0040812499999999,0.5324,0.0359499999999999
4160,57.856511299464934,12.06453844411398,2024-05-01,0.6602,0.5898187500000001,0.0703812499999999,0.48115,0.0095999999999999,0.48115,0.0095999999999999
