row_id,Lat,Lon,Date,Kommun,Lan,Quantity,Pressence
27,57.75276048280389,15.422907229973111,2023-03-16 00:00:00,Ydre,Östergötland,1,0
28,57.74820048864098,15.423324949279094,2023-03-16 00:00:00,Ydre,Östergötland,1,0
29,58.64764353892452,16.89819922327769,2023-04-12 00:00:00,Nyköping,Södermanland,1,0
30,58.26596591255243,16.799297536277503,2023-04-13 00:00:00,Valdemarsvik,Östergötland,1,0
31,57.75142124417517,15.419495244412245,2023-05-02 00:00:00,Ydre,Östergötland,1,0
32,57.75219206671136,15.419050335155436,2023-05-02 00:00:00,Ydre,Östergötland,1,0
33,57.75172060522755,15.417560616313475,2023-05-02 00:00:00,Ydre,Östergötland,1,0
34,57.750846589976085,15.416562317994778,2023-05-02 00:00:00,Ydre,Östergötland,1,0
35,58.05424288332027,15.449966446379975,2023-06-29 00:00:00,Kinda,Östergötland,1,0
36,56.56977467434972,15.595598457605856,2023-07-27 00:00:00,Emmaboda,Kalmar,1,0
